pos,track_id,artist_key,artist,title,seed_sim,local_sim_segment,local_sim_hybrid,local_sim_used,step_score
1,7305910d5b671643582fc8b66e3c1e6a,kurt vile,Kurt Vile,Cold Was The Wind,1.0,nan,nan,nan,1.0
2,a4e4f8995c784d6ecfba474ae7b5e805,mount eerie,Mount Eerie,Sauna,0.608025796173935,0.7242722114562892,0.6080257961735877,0.7242722114562892,0.7003366830509945
3,d9b05ee76d4993016cb99d3fc2a870c7,krill,Krill,Squirrels,0.626280141105838,0.8513445506624414,0.8464285828735868,0.8513445506624414,0.7675591254063096
4,e4defe526d88aeb369a428ba7f86dd30,the microphones,The Microphones,Drums and Bass,0.6263830567862958,0.7530404053836846,0.5136386876474267,0.7530404053836846,0.7233788636551208
5,b4ed22240e21f6ce52d7ea24f330de37,spirit of the beehive,SPIRIT OF THE BEEHIVE,human debenture,0.588601017763784,0.7653613200700576,0.5839186493386779,0.7653613200700576,0.7081431538016072
6,2a47d924e4382aa7c564755c29f7b282,the spirit of the beehive,The Spirit of the Beehive,White Weekend,0.5493154649681636,0.8307080397768772,0.7250843450705956,0.8307080397768772,0.7159421236320849
7,04f933a5a0498b96a0bbf39ecaccc995,pavement,Pavement,"Fame Throwa [Live Brixton Academy, Dec. 14, 1992]",0.623456811958944,0.759696879995468,0.7782612077086224,0.759696879995468,0.7247648425753799
8,321a929f57242af8e950e77373d66d15,ekko astral,Ekko Astral,EAT OFF MY CHEST (WHILE I STARE AT THE CAMERA),0.47707486241828045,0.926782662100745,0.8158052968905016,0.926782662100745,0.7194433722753896
9,c339d19357e961b515c6bf809401ac4d,here we go magic,Here We Go Magic,Intro,0.5125515423576045,0.8423021446797554,0.7052565384613124,0.8423021446797554,0.7009393134025725
10,beffcd0df57dea9b26491f410b3e1b21,blue smiley,blue smiley,control,0.5453371965440886,0.7732894452194569,0.8113487788035149,0.7732894452194569,0.6879157084480043
11,13f7a38b6400e4b24bed0333c4a48c28,wet leg,Wet Leg,don’t speak,0.5768260169775464,0.8123038734784178,0.7671074557797127,0.8123038734784178,0.7227910524029386
12,8d873029abe660924627a9a0b204c60e,krill,Krill,Phantom,0.5517800328190091,0.8385172136915673,0.7156345235212448,0.8385172136915673,0.7008117642116602
13,fd8c777d62439dc8ff2b615db1f23b69,interpol,Interpol,"Leif Erikson (Live at Palacio de los Deportes, Mexico City, 2005)",0.5550068566236791,0.800913773142635,0.561935315966372,0.800913773142635,0.7056649690572093
14,94729ac76a1ddb0d2d5e71b2b5144a6d,spoon,Spoon,Got Nuffin,0.5984369579698876,0.663689061515243,0.7200091547885193,0.663689061515243,0.6678004045652977
15,dbbbf01fcbacba21c316ed67e9afb7cf,truth club,Truth Club,77x,0.6182572947006976,0.7078266284563832,0.6545849571694461,0.7078266284563832,0.6985634948907562
16,09bb5f1736ab63c9cbd3b1ebffbdc180,ducks ltd,DUCKS LTD.,Hollowed Out,0.471534192769749,0.8403517422157868,0.7147623442607745,0.8403517422157868,0.677502090020466
17,3d97ab37340af9636b46886debf238d7,bleary eyed,Bleary Eyed,Stars,0.5472679171881071,0.731933965519231,0.7714467698392428,0.731933965519231,0.6703676389371129
18,d6e0b66d00bbcc6cd0eb16ae7c53dc3b,wet leg,Wet Leg,Chaise Longue,0.571812486693975,0.7971186125341013,0.7524103506095755,0.7971186125341013,0.6932002433220319
19,9357a584abce52050fa3062f2549ac89,alex g,Alex G,Axesteel,0.5948342561466837,0.6941093693189112,0.6549114780186517,0.6941093693189112,0.6795080570741862
20,5bd9ded75d0b813b809b350bd51d003b,the beets,The Beets,Young Girl,0.618723488555413,0.7169047391960869,0.5165294372532067,0.7169047391960869,0.7029050513437163
21,cc572603091554a8844dce890b474ff2,clap your hands say yeah,Clap Your Hands Say Yeah,Gimmie Some Salt,0.5813382536623981,0.8168229245793227,0.7102817338317106,0.8168229245793227,0.7273063555750143
22,18151596c03d5d1aa30946ca10c7b292,pavement,Pavement,"So Stark [Live Brixton Academy, Dec. 14, 1992]",0.6454413021268842,0.7273948081357665,0.6949992763249856,0.7273948081357665,0.7023203798308812
23,d0827bd8ee1cbc080842ca833f29e51e,stevie dinner,Stevie Dinner,Mental Hygiene,0.6294464898940872,0.5923098815355508,0.5861873876384049,0.5923098815355508,0.6527350161327459
24,40b2a14ada9ee4e2a9ece91014328b79,kurt vile,Kurt Vile,Bottle It In,0.6942079632218973,0.6284026435995466,0.6493810655367471,0.6284026435995466,0.6845955693918395
25,3a3860d5a84a167e61afdc2a2d2f1963,andy shauf,Andy Shauf,Wasted On You,0.5677365877561141,0.6969055056545881,0.7115600983750051,0.6969055056545881,0.6658626008104275
26,2c3714a584753c35c1e4499775192fb1,boygenius,boygenius,Leonard Cohen,0.5776563586757109,0.6932675289006105,0.7535744597060076,0.6932675289006105,0.6696813852769157
27,f1f70a3dcd9b647525d608da27238ccf,julian lynch,Julian Lynch,Water Wheel Two,0.6037795200130565,0.7029655236484272,0.7311438350038847,0.7029655236484272,0.6884132216489733
28,f805387a992a90b31b904717f13c1f48,spoon,Spoon,Who Makes Your Money,0.5294768839873925,0.7530826342060137,0.774283179622101,0.7530826342060137,0.6500994715857721
29,815b178f97021ee2e5cdd0c0e79d609f,ada lea,Ada Lea,diner,0.6595531105585496,0.6452444904722525,0.5526162526769521,0.6452444904722525,0.6931142315197161
30,65ca47ae80edc1abca3c02b9fb327de4,wombo,Wombo,Queens of Kiesh (Demo),0.651006633114584,0.6245081062902993,0.6428119665088331,0.6245081062902993,0.679082296043656
